Nom,siren,Descriptif,Profil,Nature (X),Tech (Y),Domaine,Marché Géographique,Client,Distrib.,Biz Model,Date création,Date cessation,APE (ref),Catégorie d'entreprise,Statut juridique,Adresse siège,Département,Nationalité,Soc à Mission,Site web
AG2R La Mondiale,801947052,"Groupe spécialisé en assurance et protection sociale offrant des solutions en santé, prévoyance, épargne et retraite pour particuliers, professionnels et entreprises.",Solution mixte,Hybride,Hybride,Finances,National,Entreprises,"B2B, B2B2C, B2C, B2G",Commission,2014/03/13,,82.99Z,GE,Groupement d'intérêt économique,14/16 14 BOULEVARD MALESHERBES 75008 PARIS,75,France,No,https://www.ag2rlamondiale.fr/
Association Horizon Santé holistique,938214582,"Prestataire de diagnostic de performance pour l'autonomie et le handicap, avec des études sur les technologies et approches prophylactiques destinées aux personnes handicapées ou atteintes de maladies neurodégénératives.",Solution mixte,Hybride,Hybride,Autonomie,National,Bénéficiaires,"B2B, B2B2C",Pay to play,2024/09/06,,88.99B,,Association loi 1901 ou assimilé,2 BATIMENT T 68 RUE DES ALPINS 74000 ANNECY,74,France,No,www.horizon-sante-holistique.org
Oldyssey,851472076,"Un média met en avant des initiatives et témoignages rapprochant les générations à travers des reportages, podcasts et vidéos sur les savoir-faire, la transmission et le lien social entre jeunes et seniors dans le monde entier.",Solution mixte,Hybride,Hybride,Communication,International (Monde),Bénéficiaires,B2B2C,Subventions,2019/05/29,,59.11A,PME,Société à responsabilité limitée (SARL),HALL A APPARTEMENT 30 69 RUE MARX DORMOY 75018 PARIS,75,France,No,https://www.oldyssey.org/
Filien,390846848,"Solutions de téléassistance 24h/24 pour sécuriser les personnes âgées ou vulnérables à domicile, incluant un bouton d’alerte, des détecteurs de chute et des systèmes de géolocalisation pour une intervention rapide en cas de besoin.",Solution mixte,Hybride,Hybride,Autonomie,National,Bénéficiaires,"B2B, B2B2C, B2C",Abonnement,1993/01/16,,80.20Z,PME,Société anonyme à directoire,Z.A. DU WAMEAU RUE ALFRED SAUVY 55430 BELLEVILLE-SUR-MEUSE,55,France,No,https://www.filien.com/
Alix.accompagne,882341860,"Programme numérique, juridique et social d'accompagnement dédié au mandat de protection future, permettant de générer des projets de mandat sur mesure, de stocker des volontés confidentielles et d'offrir une hotline juridique aux mandataires de protection future.",Solution mixte,Hybride,Hybride,Vie pratique,National,Bénéficiaires,B2B2C,Pay to play,2020/02/21,,62.01Z,PME,Société par actions simplifiée,14 RUE SAINT CLAUDE 34000 MONTPELLIER,34,France,No,www.droitsquotidiens.tech
Epoca,849711361,"Solution de télémédecine connectée permettant le suivi médical à domicile des patients complexes grâce à des objets connectés et une coordination fluide entre soignants, aidants et patients.",Solution mixte,Hybride,Hybride,Santé,National,Bénéficiaires,B2C,Autre,2019/04/01,,88.10B,PME,Société par actions simplifiée,2 RUE MICHEL GIRARDOT 52000 CHAUMONT,52,France,No,https://epoca.health/
Europ Assistance,451366405,"Partenaire de confiance, offre des solutions de protection et de mobilité pour assurer tranquillité d'esprit et autonomie, notamment à travers un système de téléassistance permettant aux personnes âgées ou en perte d'autonomie de contacter rapidement une plateforme d'assistance en cas d'urgence.",Solution mixte,Hybride,Hybride,Autonomie,International (Monde),Bénéficiaires,B2C,Abonnement,2003/12/12,,65.12Z,GE,Société anonyme à conseil d'administration,2 RUE PILLET-WILL 75009 PARIS,75,France,No,
Prezans,822510475,"Accompagnement des jeunes seniors actifs en phase de départ à la retraite, offrant des services d'assistance médicale assistée par les nouvelles technologies, en s'appuyant sur un écosystème d'infirmiers, pharmaciens, activités physiques et culturelles, et en prenant en charge les situations de dépendance ou d'hospitalisation.",Solution mixte,Hybride,Hybride,Lifestyle,Local,Bénéficiaires,B2C,Abonnement,2016/09/01,,61.90Z,PME,Société par actions simplifiée,21 RUE HARDY DE SAINT-OMER 97232 LE LAMENTIN,97,France,No,https://www.prezans.io/
Docs On The Road,884389529,"Outil d'accompagnement à la téléconsultation pour les personnes âgées et isolées, facilitant l'accès aux soins médicaux et aux démarches administratives, tout en intégrant le numérique et l'humain.",Solution mixte,Hybride,Hybride,Santé,National,Bénéficiaires,B2B,Autre,2020/06/18,,62.01Z,PME,Société par actions simplifiée,57 AVENUE DE LA REPUBLIQUE 75011 PARIS,75,France,No,https://docsontheroad.fr/
Merci Nanou,921028130,"Programme de fidélité destiné aux seniors, facilitant la lecture des offres et l'engagement en E-commerce, tout en proposant des offres personnalisées basées sur l'analyse des données de paiement et des comportements d'achat.",Solution mixte,Hybride,Hybride,Vie pratique,National,Bénéficiaires,B2B2C,Commission,2022/10/28,,63.12Z,PME,Société par actions simplifiée,104 AVENUE DE LA RESISTANCE 93100 MONTREUIL,93,France,No,https://www.merci-nanou.com
Logiadapt,948900675,Solution clé en main pour réaliser des travaux d'adaptation rapide et simple des logements.,Solution mixte,Hybride,Hybride,Autonomie,National,Bénéficiaires,B2C,Pay to play,2023/01/01,,71.12B,,Société par actions simplifiée,69 RUE DU ROUET 13008 MARSEILLE,13,France,No,https://www.logiadapt.fr/
SOLINNOV,804184000,"Dispositif de prévention et d’accompagnement qui repose sur une solution globale matérielle, logicielle et humaine, visant à aider les résidents et gestionnaires dans le maintien à domicile, le confort et la sécurité ainsi que la gestion des énergies.",Solution mixte,Hybride,Hybride,Autonomie,National,Bénéficiaires,B2B,Abonnement,2014/08/12,,74.90B,PME,Société par actions simplifiée,ZAC PARIS NORD 2 94 RUE DE LA BELLE ETOILE 95700 ROISSY-EN-FRANCE,95,France,No,https://www.solinnov.fr
Happy Visio,804029080,"Plateforme de visioconférence et de formation en ligne dédiée aux seniors, offrant des activités, des conférences et des ateliers interactifs pour favoriser le bien-vieillir et rompre l'isolement.",Solution mixte,Hybride,Hybride,Lifestyle,National,Bénéficiaires,B2B2C,Pay to play,2014/08/18,,82.30Z,PME,Société par actions simplifiée,BAT SILVER INNOV' PLATEFORME CHARLES F 54 RUE MOLIERE 94200 IVRY-SUR-SEINE,94,France,No,https://www.happyvisio.com
Access Dom,948034137,"Aménagement de logements pour les personnes âgées ou en situation de handicap, incluant le diagnostic habitat, la recherche de financements, le choix des entreprises, le suivi de chantier et la réception.",Solution mixte,Hybride,Hybride,Autonomie,Local,Bénéficiaires,B2C,Pay to play,2023/01/11,,74.10Z,,Société à responsabilité limitée (SARL),128 BOULEVARD BERANGER 37000 TOURS,37,France,No,https://www.accessdom.fr
Tunstall-Vitaris,343431615,"Leader de la téléassistance en France, offrant des solutions connectées pour sécuriser les personnes âgées, en perte d’autonomie ou souffrant de pathologies chroniques, à domicile ou en établissement, avec des dispositifs tels que des médaillons d’appel et des systèmes de détection de chutes.",Solution mixte,Hybride,Hybride,Autonomie,National,Bénéficiaires,B2C,Abonnement,1988/01/04,,80.20Z,PME,Société par actions simplifiée,VILLAGE D'ENTREPRISES HARF 90 RPT D HARFLEUR 71200 LE CREUSOT,71,France,No,https://www.tunstall.fr
Trakadom,889804779,Facilite le maintien à domicile de patients chroniques lourds.,Solution mixte,Hybride,Hybride,Autonomie,Local,Bénéficiaires,B2C,Abonnement,2019/06/12,,88.99B,,Association loi 1901 ou assimilé,3 GALERIE DU FOIRAIL 81600 GAILLAC,81,France,No,https://trakadom.com/
toktokdoc,809914369,Solution de télémédecine offrant des services de téléconsultation et de suivi médical à distance pour les patients dans des environnements complexes tels que les EHPAD et les déserts médicaux.,Solution mixte,Hybride,Hybride,Santé,National,EMS,B2B,Pay to play,2015/02/07,,62.01Z,PME,Société par actions simplifiée,62 RUE DU FAUBOURG NATIONAL 67000 STRASBOURG,67,France,No,https://toktokdoc.com
Sorenir,854000056,"Service d’accompagnement administratif après un décès, prenant en charge les démarches telles que la recherche de capitaux, la pension de réversion, la résiliation de contrats et l’organisation des obsèques pour soulager les proches du défunt.",Solution mixte,Hybride,Hybride,Vie pratique,National,Proches,B2C,Pay to play,2019/09/19,,82.91Z,PME,Société par actions simplifiée,ZA DE CONFORTLAND 3 RUE DU DOUCET 35520 MELESSE,35,France,No,https://www.sorenir.com/
Serelia,521694448,"Offre des services d'autonomie et de soutien aux bénéficiaires, axés sur le commerce de gros de fournitures et équipements industriels divers.",Solution mixte,Hybride,Hybride,Autonomie,National,Bénéficiaires,B2C,Abonnement,2010/04/02,,46.69B,PME,Société par actions simplifiée,448 CHEMIN DE LA MIAINE 06330 ROQUEFORT-LES-PINS,06,France,No,https://www.serelia.eu/
Senioradom,789230026,"Service d'autonomie destiné aux bénéficiaires, axé sur des activités liées aux systèmes de sécurité, fonctionnant sur un modèle d'abonnement à l'échelle nationale.",Solution mixte,Hybride,Hybride,Autonomie,National,Bénéficiaires,B2C,Abonnement,2012/11/08,,80.20Z,GE,Société par actions simplifiée,46 RUE DU MOULIN 44120 VERTOU,44,France,No,https://www.senioradom.com
Senior Assistance,493318984,"Service de téléassistance pour les personnes âgées vivant à domicile, offrant une assistance humaine 24h/24 et des dispositifs de sécurité connectés pour alerter les secours en cas de chute, malaise ou risque domestique.",Solution mixte,Hybride,Hybride,Autonomie,Local,Bénéficiaires,B2C,Abonnement,2006/11/23,,80.20Z,GE,Société par actions simplifiée,4 RUE FREDERIC-GUILLAUME RAIFFEISEN 67000 STRASBOURG,67,France,No,https://www.seniorassistance.fr/
Rester Jeune,489832501,"Service digital dédié à l'activité physique, la nutrition et le bien-être pour les personnes de plus de 50 ans, offrant un programme évolutif, plus de 300 séances d'exercices et de méditation adaptées à tous les niveaux, ainsi qu'un contenu exclusif par des professionnels de la santé.",Solution mixte,Hybride,Hybride,Santé,International (Eu),Bénéficiaires,B2C,Abonnement,1992/12/02,,94.99Z,PME,Association loi 1901 ou assimilé,SALLE DE REUNION DE LA MAIRIE PLACE DU BOSQUET 07210 CHOMERAC,07,France,No,https://resterjeune.com/
Quidi Ball,841675853,Solution d'activité physique et cognitive globale visant à maintenir ou améliorer les capacités d'adaptation des seniors dans leur quotidien de manière ludique.,Solution mixte,Hybride,Hybride,Santé,National,Bénéficiaires,B2B2C,Pay to play,2018/07/30,,58.19Z,PME,Société par actions simplifiée,VILLA 11 1 RUE FRANCOU 31450 MONTGISCARD,31,France,No,https://www.quidiball.com
Présence verte,388738262,"Service de téléassistance pour les personnes âgées, offrant des solutions connectées pour garantir leur sécurité à domicile et à l'extérieur, avec une assistance disponible 24h/24 et 7j/7, ainsi que des dispositifs adaptés aux besoins des utilisateurs.",Solution mixte,Hybride,Hybride,Autonomie,National,Bénéficiaires,B2C,Abonnement,1987/03/25,,80.10Z,PME,Association loi 1901 ou assimilé,LUMINEM 19 RUE DE PARIS 93000 BOBIGNY,93,France,No,https://www.presenceverte.fr
Medimoov,794520437,Des jeux vidéo basés sur le mouvement sont développés pour favoriser l'activité physique adaptée et la rééducation dans les établissements sanitaires et médico-sociaux.,Solution mixte,Hybride,Hybride,Santé,National,EMS,B2B,Abonnement,2013/08/01,,62.02A,PME,Société par actions simplifiée,70 ANCIEN CHEMIN DE SAINT VINCENT 34730 PRADES-LE-LEZ,34,France,No,https://www.naturalpad.fr
Mes médicaments chez moi,356000000,"Service de livraison de médicaments à domicile permettant aux patients de recevoir leurs traitements en toute sécurité et confidentialité, avec la possibilité de gérer leurs ordonnances en ligne.",Solution mixte,Hybride,Hybride,Santé,National,Bénéficiaires,B2B,Abonnement,1991/01/01,,53.10Z,GE,Société anonyme à conseil d'administration,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75,France,No,https://www.mesmedicamentschezmoi.com/
Lumeen,850173535,"Dispositif médical innovant utilisant la réalité virtuelle pour améliorer le bien-être des personnes âgées en perte d’autonomie, en leur permettant de vivre des expériences immersives qui favorisent le lien social et stimulent la cognition.",Solution mixte,Hybride,Hybride,Lifestyle,National,EMS,B2B,Pay to play,2019/04/15,,58.29C,PME,Société par actions simplifiée,213 A RUE DE GERLAND 69007 LYON 7EME,69,France,No,https://lumeen.com
Libheros,815346655,"Plateforme de support pour l'organisation de tous types de soins, destinée à tous les patients et soignants, accessible partout en France, que ce soit à domicile ou en entreprise.",Solution mixte,Hybride,Hybride,Santé,National,Bénéficiaires,B2C,Marketplace,2015/12/17,,62.01Z,PME,Société par actions simplifiée,18 RUE GERMAIN PILON 75018 PARIS,75,France,No,https://libheros.fr
Hello Art Up,920190998,"Expérience participative valorisante, créant des expositions numériques en collaboration avec des aînés, permettant d'éviter l'isolement, de créer des liens durables et de renforcer l'estime de soi par le biais de l'art et de la culture.",Solution mixte,Hybride,Hybride,Lifestyle,International (Eu),EMS,B2B,Pay to play,2022/10/07,,62.01Z,PME,Société par actions simplifiée,BIO INCUBATEUR EURASANTE 70 RUE DU DOCTEUR YERSIN 59120 LOOS,59,France,Yes,https://www.helloartup.fr/
FeelU,897560330,"Solutions thérapeutiques en réalité virtuelle permettant aux patients et résidents d'EHPAD de voyager virtuellement, stimuler leurs fonctions cognitives et motrices, et faciliter les soins grâce à des environnements immersifs conçus par des professionnels de santé.",Solution mixte,Hybride,Hybride,Lifestyle,International (Eu),EMS,B2B,Pay to play,2021/02/12,,62.01Z,PME,Société anonyme à conseil d'administration,8 ROUTE DES CEVENNES 34380 SAINT-MARTIN-DE-LONDRES,34,France,No,https://feelu.fr
Entoureo,847729761,"Création d'une biographie familiale sous forme de livre en collectant les souvenirs d'un proche via un guide interactif, permettant de préserver la mémoire familiale et de renforcer le lien intergénérationnel grâce à un ouvrage personnalisé.",Solution mixte,Hybride,Hybride,Lifestyle,National,Bénéficiaires,B2C,Abonnement,2019/01/22,,70.22Z,PME,Société par actions simplifiée,7 PLACE DE L'HOTEL DE VILLE 93600 AULNAY-SOUS-BOIS,93,France,No,https://www.entoureo.fr/
Elli,904140142,"Des ateliers interactifs en ligne favorisent le bien-être physique et mental des seniors à travers des activités variées telles que le yoga, l'histoire de l'art ou la cuisine, tout en maintenant le lien social et en stimulant les capacités cognitives.",Solution mixte,Hybride,Hybride,Lifestyle,National,Bénéficiaires,B2C,Pay to play,2021/10/07,,47.91A,PME,Société par actions simplifiée,1 B RUE DE L'ARBALETE 75005 PARIS,75,France,No,https://www.ellii.net/
